name_product,rating_product,rating count,price,product url
"PETLIBRO Automatic Cat Feeder, Pet Dry Food Dispenser Triple Preservation with Stainless Steel Bowl & Twist Lock Lid, Up to 50 Portions 6 Meals Per Day, Granary for Small/Medium Pets  ",4.6 out of 5 stars,"4,818",69.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo2OTIwMDI1Nzk4MzYwNjI4OjE2NjgyNzc4MjU6c3BfbXRmOjIwMDA5MDg1MzI0MjQ5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPETLIBRO-PLAF005-Automatic-Cat-Feeder%2Fdp%2FB0953SDCRG%2Fref%3Dsr_1_163_sspa%3Fkeywords%3DPet%26qid%3D1668277825%26sr%3D8-163-spons%26psc%3D1
"FATTY CHOWCHOW Dog Car Seat Covers 100% Waterproof Car Seat Protector for Pets Front Seat Scratch Proof Non-Slip Durable for Cars,Trucks & SUVs  ",4.3 out of 5 stars,"1,024",23.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo2OTIwMDI1Nzk4MzYwNjI4OjE2NjgyNzc4MjU6c3BfbXRmOjIwMDAxNjE5MDIxOTk0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FFATTY-CHOWCHOW-Waterproof-Protector-Non-Slip%2Fdp%2FB07R3HPQFQ%2Fref%3Dsr_1_164_sspa%3Fkeywords%3DPet%26qid%3D1668277825%26sr%3D8-164-spons%26psc%3D1
"Pet Hair Remover Brush, Pet Hair Detailer for Couch & Car Seat, Professional Dog & Cat Hair Remover for Home Fabric, Cat Tree, and Car Detailing, Hair Removal Effect up to 96%, Keep Fabric Tidy  ",4.3 out of 5 stars,268,9.99,https://amazon.com/Remover-Detailer-Professional-Detailing-Removal/dp/B09B9X3DH3/ref=sr_1_165?keywords=Pet&qid=1668277825&sr=8-165
"Portable Lint Remover, 2 Pack Dog Hair Remover - Reusable Double Sided Manual Clothes Hair Removal,Easy Pet Hair Remover for Removing Lint ,Carpet ,Pet Towers Dust in Clothes and Furniture  ",4.5 out of 5 stars,2,16.99,https://amazon.com/Portable-Lint-Remover-Pack-Hair/dp/B0BFWBK1QS/ref=sr_1_167?keywords=Pet&qid=1668277825&sr=8-167
"Sol Paws Pet Hair Remover for Dog, Cat, Animals- Multi-Surface Lint Roller for Pet Hair- Eco-Friendly Reusable Lint Roller- Portable- Cat and Dog Must Have  ",4.2 out of 5 stars,104,16.99,https://amazon.com/Sol-Paws-Multi-Surface-Eco-Friendly-Portable/dp/B0B4N3WFJZ/ref=sr_1_168?keywords=Pet&qid=1668277825&sr=8-168
YUDODO Pet Dog Sling Carrier Breathable Mesh Travel Safe Sling Bag Carrier for Dogs Cats  ,4.3 out of 5 stars,"28,011",38.98,https://amazon.com/YUDODO-Carrier-Breathable-Travel-Medium/dp/B0B575GHDN/ref=sr_1_169?keywords=Pet&qid=1668277825&sr=8-169
Homerunpet Pet Fountain Filters Replacement for Wireless Pumps Cat Water Fountain Dog Water Dispenser WF20  ,4.7 out of 5 stars,681,14.99,https://amazon.com/HomeRunPet-Fountain-Replacement-Wireless-Dispenser/dp/B09D2QWVRB/ref=sr_1_170?keywords=Pet&qid=1668277825&sr=8-170
NorthPointe Pet Carrier Fasteners – 12 pkg – Pet Kennel Replacement Bolt Hardware  ,4.6 out of 5 stars,65,11.98,https://amazon.com/NorthPointe-Pet-Carrier-Fasteners-Replacement/dp/B09PZD5V6X/ref=sr_1_171?keywords=Pet&qid=1668277825&sr=8-171
"Uproot Lint Cleaner Pro with Hanging String by Quality Basics. 5"" Uproot Cleaner Pro pet Hair That Helps rake lint and Dirt, Portable lint Remover, Carpet Scraper, uproot lint Tool,  ",4.2 out of 5 stars,183,9.99,https://amazon.com/Cleaner-Quality-Portable-Limpiador-arrancar/dp/B09NZPY2T6/ref=sr_1_173?keywords=Pet&qid=1668277825&sr=8-173
"Pet Parents Premium Washable Dog Belly Bands (3pack) of Male Dog Diapers, Dog Marking Male Dog Wraps, High Absorbing Belly Band for Male Dogs  ",4.5 out of 5 stars,"16,608",22.99,https://amazon.com/Pet-Parents-Premium-Washable-Diapers/dp/B01MS3R80Z/ref=sr_1_174?keywords=Pet&qid=1668277825&sr=8-174
"Pawaii Dog Bowl, Insulated Dog Bowl, Double-Layer 304 Stainless Steel Dog Bowls with Non-Slip Rubber Base, Durable, Dishwasher Safe, Pet Bowl for Food and Water  ",5.0 out of 5 stars,1,29.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo2OTIwMDI1Nzk4MzYwNjI4OjE2NjgyNzc4MjU6c3BfbXRmOjIwMDEwMTE4MjQ4NDU5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPawaii-Insulated-Double-Layer-Stainless-Dishwasher%2Fdp%2FB0BL9JVK73%2Fref%3Dsr_1_177_sspa%3Fkeywords%3DPet%26qid%3D1668277825%26sr%3D8-177-spons%26psc%3D1
L&W BROS. Dog Nail Grinder with LED Light Professional Dog Nail Grinder Rechargeable Pet Nail Grinder for Dogs Quiet Grooming Dog Nail Trimmer  ,4.3 out of 5 stars,30,22.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo2OTIwMDI1Nzk4MzYwNjI4OjE2NjgyNzc4MjU6c3BfbXRmOjIwMDEwMDgzNTA5ODY5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FBROS-Professional-Rechargeable-Electric-Grooming%2Fdp%2FB09RH3XF6B%2Fref%3Dsr_1_178_sspa%3Fkeywords%3DPet%26qid%3D1668277825%26sr%3D8-178-spons%26psc%3D1
Dog Chew Toys Multifunctional Teeth Cleaning and Gum Massage with Natural Rubber Ultimate Long-Lasting for Adult Dog Tough Chewers for Pets  ,4.0 out of 5 stars,1,14.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo2OTIwMDI1Nzk4MzYwNjI4OjE2NjgyNzc4MjU6c3BfbXRmOjIwMDEwMDQ3NDc4MjM5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMultifunctional-Cleaning-Massage-Ultimate-Long-Lasting%2Fdp%2FB0BK7TT326%2Fref%3Dsr_1_179_sspa%3Fkeywords%3DPet%26qid%3D1668277825%26sr%3D8-179-spons%26psc%3D1
"Hoopet Dog Beds for Large Medium Small Dogs with Reversible Cushion,Soft Machine Washable Removable Cover Rectangle Pet Puppy Cat Sofa Bed Non-Slip Bottom…  ",4.3 out of 5 stars,106,39.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo2OTIwMDI1Nzk4MzYwNjI4OjE2NjgyNzc4MjU6c3BfbXRmOjIwMDA5ODQ2MDA5ODk5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FHoopet-Reversible-Washable-Removable-Rectangle%2Fdp%2FB0BB24H85K%2Fref%3Dsr_1_180_sspa%3Fkeywords%3DPet%26qid%3D1668277825%26sr%3D8-180-spons%26psc%3D1
DK177 Holiday Theme Dog Outfit Halloween Dogs Dresses Lightweight Velvet Christmas Pet Clothes Dog Costume Puppy Dress Doggie Party Girl One Piece with Bowknot Cat Apparel  ,5.0 out of 5 stars,2,13.99,https://amazon.com/DK177-Dresses-Lightweight-Christmas-Clothes/dp/B0BFVVYGB8/ref=sr_1_182?keywords=Pet&qid=1668277825&sr=8-182
"Dog Nail Grinder Upgraded Dog Nail Trimmers Clipper with LED Light, 2 Speed Rechargeable Electric Pet Nail Grinder Quiet Low Noise for Small Medium Large Dogs and Cats  ",4.5 out of 5 stars,90,15.99,https://amazon.com/Grinder-Upgraded-Trimmers-Rechargeable-Electric/dp/B0B5XP2NXX/ref=sr_1_183?keywords=Pet&qid=1668277825&sr=8-183
"TOKAYIFE Cat Food Mat, Silicone Non Slip Dog Bowl Mat Waterproof Cat Feeding Mat Stop Food Spills and Water Messes Out to Floor Pet Food Mat  ",4.5 out of 5 stars,21,9.99,https://amazon.com/TOKAYIFE-Silicone-Waterproof-Feeding-Spills/dp/B0B87CV5FH/ref=sr_1_185?keywords=Pet&qid=1668277825&sr=8-185
Teacher's Pet: First Time Feminization  ,5.0 out of 5 stars,8,0,https://amazon.com/Teachers-Pet-First-Time-Feminization-ebook/dp/B0BLJC197K/ref=sr_1_186?keywords=Pet&qid=1668277825&sr=8-186
"miaow Pet Hair Remover Roller， Efficient Pet Hair Removal Tool for Soft Surfaces of Furniture,Clothes and Decoration, Easy to Operate and Maintain, Simple and Environmentally Friendly.（Blue）  ",3.9 out of 5 stars,20,11.98,https://amazon.com/miaow-Efficient-Decoration-Environmentally-Friendly-%EF%BC%88Blue%EF%BC%89/dp/B0B3DZ8YNR/ref=sr_1_187?keywords=Pet&qid=1668277825&sr=8-187
"SunLight Pet Hair Remover - Reusable. Dog Hair Remover, Fur Remover. Cleans Out pet's Hair and Fur from Clothes, Laundry, car Seats and Furniture. Dust Remover. Lint Remover. Easy to Clean.  ",4.2 out of 5 stars,162,8.98,https://amazon.com/SunLight-Pet-Hair-Remover-Furniture/dp/B09QD4BWHP/ref=sr_1_190?keywords=Pet&qid=1668277825&sr=8-190
"140 Pcs Animal Erasers for Kids, Random Color, as Classroom Prizes Box Rewards, Birthday Party Favor Supplies.A Must Fun for Kids! Buy 3D Mini erasers for Little Sweetie, Make Them a Wonderful Day!  ",4.6 out of 5 stars,355,24.99,https://amazon.com/Erasers-Classroom-Birthday-Supplies-Wonderful/dp/B0B2P1Y211/ref=sr_1_192?keywords=Pet&qid=1668277825&sr=8-192
"Ptlom Pet Food Mat for Dog and Cat Placemat 2 Pcs, Mat for Prevent Food and Water Overflow, Suitable for Medium and Small Pet,Silicone, 9.5""* 9.5""  ",4.6 out of 5 stars,749,9.99,https://amazon.com/Ptlom-Silicone-Placemat-Waterproof-Non-Slip/dp/B0BDDNMNZD/ref=sr_1_193?keywords=Pet&qid=1668277825&sr=8-193
24 Pieces Sympathy Loss of Pet Card Thick Sympathy Greeting Cards Pet Condolence Cards Dog Bereavement Cards with Envelopes for Dogs Cats Groomers Pet Grooming  ,3.9 out of 5 stars,36,14.99,https://amazon.com/Sympathy-Pet-Condolence-Bereavement-Envelopes/dp/B09CKWT64K/ref=sr_1_194?keywords=Pet&qid=1668277825&sr=8-194
Illumination Presents: 2-Movie Pack (Sing / The Secret Life of Pets)  ,4.8 out of 5 stars,"4,227",8.86,https://amazon.com/Illumination-Presents-2-Movie-Pack-Secret/dp/B079ZV4HCD/ref=sr_1_196?keywords=Pet&qid=1668277825&sr=8-196
"Reopet Silicone Dog Cat Bowl Mat Non-Stick Food Pad Water Cushion Waterproof - Multiple Colors, Sizes & Purposes  ",4.5 out of 5 stars,"31,254",24.99,https://amazon.com/Reopet-Silicone-Non-Stick-Cushion-Waterproof/dp/B093TZHNTC/ref=sr_1_197?keywords=Pet&qid=1668277825&sr=8-197
Top Gun: Maverick  ,4.8 out of 5 stars,"6,731",4.99,https://amazon.com/Top-Gun-Maverick-Tom-Cruise/dp/B0B212TDRQ/ref=sr_1_198?keywords=Pet&qid=1668277825&sr=8-198
"SUOVOCK Car net Pocket Handbag Holder, car Purse Holder, Car net Pocket, can be Used to Store Items, Protective Barrier for Children and Pets in The Back seat of car, Helps to Drive Safely (Black)  ",4.2 out of 5 stars,9,17.98,https://amazon.com/SUOVOCK-Handbag-Protective-Barrier-Children/dp/B0B8764YC9/ref=sr_1_199?keywords=Pet&qid=1668277825&sr=8-199
WOYYHO Small Pet Dog Sling Carrier Zipper Pocket Breathable Puppy Sling Carrier with Removable Bottom Adjustable Safe Dog Crossbody Carrier for Small Medium Dogs Cats Rabbit Outdoor Travel  ,4.4 out of 5 stars,18,29.98,https://amazon.com/WOYYHO-Breathable-Removable-Adjustable-Crossbody/dp/B0B4VQ3ZH7/ref=sr_1_200?keywords=Pet&qid=1668277825&sr=8-200
"Yacee Silicone Dog Food Mat Waterproof, Easy Clean in Dishwasher, Pet and Cat Mats 0.5"" Raised Edges, Placemat Tray to Stop Food Spills and Water Bowl Messes on Floor Large  ",4.6 out of 5 stars,524,14.99,https://amazon.com/Yacee-Silicone-Waterproof-Dishwasher-Placemat/dp/B09333L39D/ref=sr_1_201?keywords=Pet&qid=1668277825&sr=8-201
Elf Pets A St. Bernard Tradition  ,4.9 out of 5 stars,919,24.95,https://amazon.com/Elf-Pets-St-Bernard-Tradition/dp/B084TRV2JR/ref=sr_1_202?keywords=Pet&qid=1668277825&sr=8-202
WAKAYOYO 4 PCS Portable Lint Remover Pet Hair Remover Detachable & Reusable Pet Hair Remover for Laundry Carpet Scraper in Plastic for Clothes Sofa Blanket & Car Mats.  ,4.6 out of 5 stars,6,11.47,https://amazon.com/WAKAYOYO-Portable-Remover-Detachable-Reusable/dp/B0BBZ5WWQ7/ref=sr_1_203?keywords=Pet&qid=1668277825&sr=8-203
Pet Memorial Gift Sympathy Gift for Loss Bereavement Crystal Acrylic Heart Decor Remembrance Gifts Dog Memorial Gifts Crystal Acrylic Heart Condolence Gifts for Loss of Loved One  ,4.9 out of 5 stars,22,11.99,https://amazon.com/Memorial-Sympathy-Bereavement-Remembrance-Condolence/dp/B09WRHH4TK/ref=sr_1_204?keywords=Pet&qid=1668277825&sr=8-204
